user_id,gender,age,occu,sign,is_indunk,is_student,is_education,is_technology
3418455,0,26,Student,Gemini,0,1.0,,
4067087,1,39,Education,Leo,0,0.0,,
4174428,0,24,Education,Capricorn,0,0.0,,
3372184,0,26,Communications-Media,Pisces,0,0.0,,
4061665,0,25,Advertising,Leo,0,0.0,,
3522747,0,36,indUnk,Taurus,1,,,
2568090,1,24,indUnk,Scorpio,1,,,
3479211,1,27,Advertising,Aries,0,0.0,,
3957509,0,38,Technology,Aquarius,0,0.0,,
911744,0,23,Telecommunications,Capricorn,0,0.0,,
3743431,1,27,indUnk,Virgo,1,,,
1143104,0,23,Student,Gemini,0,1.0,,
3850554,0,33,Technology,Aquarius,0,0.0,,
1835108,1,24,indUnk,Taurus,1,,,
3446654,0,25,Telecommunications,Cancer,0,0.0,,
3122944,1,24,indUnk,Sagittarius,1,,,
1188176,1,35,Education,Leo,0,0.0,,
1007188,0,48,Religion,Libra,0,0.0,,
3802511,1,25,indUnk,Libra,1,,,
3847790,1,36,indUnk,Cancer,1,,,
3343294,1,25,indUnk,Cancer,1,,,
3851365,1,45,Education,Cancer,0,0.0,,
4052167,1,35,Education,Libra,0,0.0,,
3644724,1,36,indUnk,Leo,1,,,
664485,0,25,indUnk,Taurus,1,,,
3966870,0,23,Technology,Virgo,0,0.0,,
3937692,1,26,indUnk,Virgo,1,,,
3590306,1,23,Accounting,Scorpio,0,0.0,,
1077954,0,26,indUnk,Gemini,1,,,
3388444,0,24,Communications-Media,Leo,0,0.0,,
2108549,1,27,Technology,Virgo,0,0.0,,
3711805,0,23,indUnk,Aries,1,,,
808956,1,25,Government,Aries,0,0.0,,
1629718,0,27,Technology,Libra,0,0.0,,
3403051,0,26,Telecommunications,Leo,0,0.0,,
4201404,0,27,indUnk,Cancer,1,,,
468786,0,45,Religion,Aries,0,0.0,,
4108638,0,25,Student,Scorpio,0,1.0,,
3956613,0,36,indUnk,Pisces,1,,,
3669958,0,24,indUnk,Scorpio,1,,,
1794926,1,23,Communications-Media,Sagittarius,0,0.0,,
4210703,0,26,indUnk,Capricorn,1,,,
3417999,0,33,Non-Profit,Virgo,0,0.0,,
3324842,0,25,Arts,Leo,0,0.0,,
4252081,0,26,Arts,Libra,0,0.0,,
3297517,1,27,indUnk,Pisces,1,,,
3750679,1,46,indUnk,Libra,1,,,
4325536,1,25,indUnk,Leo,1,,,
3290021,1,34,Education,Aries,0,0.0,,
3464484,1,24,indUnk,Aries,1,,,
979795,0,26,Technology,Taurus,0,0.0,,
2839449,1,26,Biotech,Aries,0,0.0,,
4216034,0,37,Technology,Taurus,0,0.0,,
3358017,1,23,indUnk,Taurus,1,,,
3646377,0,25,Sports-Recreation,Cancer,0,0.0,,
4206637,1,24,Communications-Media,Capricorn,0,0.0,,
3438987,1,25,indUnk,Pisces,1,,,
2061087,1,33,indUnk,Cancer,1,,,
4055499,1,24,Student,Aries,0,1.0,,
4176051,1,45,Consulting,Pisces,0,0.0,,
3392887,1,24,Science,Libra,0,0.0,,
3769478,0,24,indUnk,Virgo,1,,,
3840766,1,48,indUnk,Libra,1,,,
4015298,1,42,indUnk,Taurus,1,,,
3802286,0,23,indUnk,Capricorn,1,,,
4218355,0,24,indUnk,Aries,1,,,
3527113,0,26,Banking,Gemini,0,0.0,,
3500159,1,37,Education,Pisces,0,0.0,,
743739,0,24,Student,Sagittarius,0,1.0,,
1254400,0,34,Religion,Leo,0,0.0,,
3590380,1,37,Government,Taurus,0,0.0,,
4082385,0,26,indUnk,Aquarius,1,,,
4256858,0,25,indUnk,Taurus,1,,,
3550869,0,25,BusinessServices,Virgo,0,0.0,,
3517315,1,23,indUnk,Scorpio,1,,,
3616679,1,47,indUnk,Cancer,1,,,
3320342,1,23,indUnk,Pisces,1,,,
4142553,1,25,indUnk,Pisces,1,,,
3570813,1,24,indUnk,Gemini,1,,,
4213897,1,40,Non-Profit,Gemini,0,0.0,,
3380244,1,23,Student,Gemini,0,1.0,,
4150492,1,24,RealEstate,Pisces,0,0.0,,
3325171,0,24,Technology,Virgo,0,0.0,,
4170570,1,25,indUnk,Libra,1,,,
174357,1,23,indUnk,Aquarius,1,,,
3483306,0,23,Manufacturing,Gemini,0,0.0,,
3473164,1,25,indUnk,Pisces,1,,,
4287218,1,26,indUnk,Gemini,1,,,
3560320,0,46,Manufacturing,Libra,0,0.0,,
4059083,0,41,Communications-Media,Aries,0,0.0,,
3148889,1,26,Communications-Media,Capricorn,0,0.0,,
2751885,1,24,indUnk,Pisces,1,,,
3889090,0,24,Education,Pisces,0,0.0,,
791840,0,38,Student,Aries,0,1.0,,
2813430,0,33,indUnk,Taurus,1,,,
2101657,0,36,Technology,Aries,0,0.0,,
3719233,0,37,indUnk,Pisces,1,,,
3835812,1,47,Non-Profit,Pisces,0,0.0,,
3066719,0,27,Technology,Pisces,0,0.0,,
2869535,1,24,Student,Scorpio,0,1.0,,
4044095,0,27,indUnk,Cancer,1,,,
3400091,1,23,Law,Aquarius,0,0.0,,
3481255,0,26,indUnk,Sagittarius,1,,,
3309541,0,37,Banking,Taurus,0,0.0,,
3435900,1,34,indUnk,Leo,1,,,
3983686,1,27,Non-Profit,Capricorn,0,0.0,,
2862007,1,23,indUnk,Capricorn,1,,,
3587934,1,25,Education,Aries,0,0.0,,
2259900,0,26,Marketing,Taurus,0,0.0,,
3505043,1,26,indUnk,Pisces,1,,,
3879020,0,24,indUnk,Sagittarius,1,,,
